62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
62.0,0.0,67.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
0.0,67.0,0.0,65.0,0.0,64.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
67.0,0.0,65.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,65.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
69.0,0.0,67.0,0.0,65.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,65.0,0.0,64.0,62.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,67.0,65.0,64.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,69.0,0.0,67.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
62.0,0.0,65.0,0.0,64.0,62.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
