55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
62.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,62.0,64.0,69.0,0.0,64.0,0.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
59.0,69.0,0.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,69.0,64.0,62.0,59.0,0.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,59.0,62.0,64.0,69.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
55.0,64.0,64.0,62.0,59.0,55.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
69.0,62.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
55.0,59.0,62.0,64.0,69.0,0.0,64.0,62.0,59.0,0.0,55.0
